txn_id,from_account,to_account,amount_inr,timestamp,reference
TXN-0268,ACC-NEW-3803,ACC-NEW-2743,847720,2025-07-05 19:00:00,INV-NEW
TXN-0269,ACC-NEW-5339,ACC-NEW-7126,624370,2025-07-06 14:00:00,INV-NEW
TXN-0270,ACC-NEW-4598,ACC-NEW-5889,846120,2025-07-16 10:00:00,INV-NEW
TXN-0271,ACC-NEW-9797,ACC-NEW-5506,331910,2025-07-01 09:00:00,INV-NEW
TXN-0272,ACC-NEW-2519,ACC-NEW-1188,611420,2025-07-31 11:00:00,INV-NEW
TXN-0273,ACC-NEW-1916,ACC-NEW-6310,135400,2025-08-01 10:00:00,INV-NEW
TXN-0274,ACC-NEW-4432,ACC-NEW-6947,208700,2025-07-21 13:00:00,INV-NEW
TXN-0275,ACC-NEW-6310,ACC-NEW-4657,745000,2025-07-25 17:00:00,INV-NEW
TXN-0276,ACC-NEW-6514,ACC-NEW-4150,973010,2025-08-08 18:00:00,INV-NEW
TXN-0277,ACC-NEW-6925,ACC-NEW-1771,428380,2025-07-21 09:00:00,INV-NEW
TXN-0278,ACC-NEW-7543,ACC-NEW-2291,998280,2025-07-28 17:00:00,INV-NEW
TXN-0279,ACC-NEW-9830,ACC-NEW-4527,679640,2025-07-01 11:00:00,INV-NEW
TXN-0280,ACC-NEW-2139,ACC-NEW-4258,557820,2025-08-02 16:00:00,INV-NEW
TXN-0281,ACC-NEW-9935,ACC-NEW-3615,254150,2025-07-03 12:00:00,INV-NEW
TXN-0282,ACC-NEW-9348,ACC-NEW-9935,728930,2025-07-09 15:00:00,INV-NEW
TXN-0283,ACC-NEW-2040,ACC-NEW-7912,537960,2025-07-13 17:00:00,INV-NEW
TXN-0284,ACC-NEW-5552,ACC-NEW-9830,535750,2025-07-16 21:00:00,INV-NEW
TXN-0285,ACC-NEW-3060,ACC-NEW-1771,700000,2025-07-04 10:00:00,INV-NEW
TXN-0286,ACC-NEW-7912,ACC-NEW-6947,687590,2025-07-04 15:00:00,INV-NEW
TXN-0287,ACC-NEW-6313,ACC-NEW-4432,638510,2025-08-06 13:00:00,INV-NEW
TXN-0288,ACC-NEW-2291,ACC-NEW-3615,631910,2025-08-08 19:00:00,INV-NEW
TXN-0289,ACC-NEW-6168,ACC-NEW-4733,473230,2025-07-19 15:00:00,INV-NEW
TXN-0290,ACC-NEW-4814,ACC-NEW-5741,818040,2025-07-03 21:00:00,INV-NEW
TXN-0291,ACC-NEW-2679,ACC-NEW-7065,96630,2025-07-13 09:00:00,INV-NEW
TXN-0292,ACC-NEW-2743,ACC-NEW-1949,778120,2025-08-05 10:00:00,INV-NEW
TXN-0293,ACC-NEW-3927,ACC-NEW-2489,151950,2025-07-05 11:00:00,INV-NEW
TXN-0294,ACC-NEW-9830,ACC-NEW-6977,482490,2025-07-24 14:00:00,INV-NEW
TXN-0295,ACC-NEW-1488,ACC-NEW-3615,779290,2025-07-22 20:00:00,INV-NEW
TXN-0296,ACC-NEW-7543,ACC-NEW-7252,800410,2025-08-01 13:00:00,INV-NEW
TXN-0297,ACC-NEW-7912,ACC-NEW-2290,180680,2025-07-02 12:00:00,INV-NEW
TXN-0298,ACC-NEW-3060,ACC-NEW-4593,964100,2025-08-07 11:00:00,INV-NEW
TXN-0299,ACC-NEW-5741,ACC-NEW-9279,173400,2025-07-14 21:00:00,INV-NEW
TXN-0300,ACC-NEW-8668,ACC-NEW-1053,927940,2025-07-15 15:00:00,INV-NEW
TXN-0301,ACC-NEW-5741,ACC-NEW-2679,344910,2025-08-06 10:00:00,INV-NEW
TXN-0302,ACC-NEW-2169,ACC-NEW-5339,550120,2025-08-04 12:00:00,INV-NEW
TXN-0303,ACC-NEW-9797,ACC-NEW-4611,538780,2025-07-30 21:00:00,INV-NEW
TXN-0304,ACC-NEW-6038,ACC-NEW-5371,419350,2025-07-06 15:00:00,INV-NEW
TXN-0305,ACC-NEW-2489,ACC-NEW-9797,741240,2025-07-29 21:00:00,INV-NEW
TXN-0306,ACC-NEW-1771,ACC-NEW-4257,841970,2025-07-30 18:00:00,INV-NEW
TXN-0307,ACC-NEW-3803,ACC-NEW-4598,539300,2025-07-09 16:00:00,INV-NEW
TXN-0308,ACC-NEW-5506,ACC-NEW-1488,872210,2025-07-20 18:00:00,INV-NEW
TXN-0309,ACC-NEW-5422,ACC-NEW-7252,207470,2025-07-12 19:00:00,INV-NEW
TXN-0310,ACC-NEW-7252,ACC-NEW-4456,547510,2025-07-08 12:00:00,INV-NEW
TXN-0311,ACC-NEW-5506,ACC-NEW-1319,102700,2025-07-31 09:00:00,INV-NEW
TXN-0312,ACC-NEW-7916,ACC-NEW-9348,328390,2025-08-10 17:00:00,INV-NEW
TXN-0313,ACC-NEW-4593,ACC-NEW-5808,482280,2025-07-19 18:00:00,INV-NEW
TXN-0314,ACC-NEW-7912,ACC-NEW-7126,171520,2025-07-01 18:00:00,INV-NEW
TXN-0315,ACC-NEW-4150,ACC-NEW-6635,319260,2025-07-19 12:00:00,INV-NEW
TXN-0316,ACC-NEW-4258,ACC-NEW-6635,686470,2025-07-01 21:00:00,INV-NEW
TXN-0317,ACC-NEW-6925,ACC-NEW-6514,5740,2025-07-29 14:00:00,INV-NEW
TXN-0318,ACC-NEW-7126,ACC-NEW-5889,556450,2025-07-30 16:00:00,INV-NEW
TXN-0319,ACC-NEW-7065,ACC-NEW-7916,633400,2025-08-02 21:00:00,INV-NEW
TXN-0320,ACC-NEW-8962,ACC-NEW-9935,303730,2025-08-01 13:00:00,INV-NEW
TXN-0321,ACC-NEW-5010,ACC-NEW-3646,41080,2025-07-09 14:00:00,INV-NEW
TXN-0322,ACC-NEW-9317,ACC-NEW-2040,233750,2025-08-08 13:00:00,INV-NEW
TXN-0323,ACC-NEW-4733,ACC-NEW-3060,652090,2025-07-25 10:00:00,INV-NEW
TXN-0324,ACC-NEW-1434,ACC-NEW-3803,644320,2025-07-14 12:00:00,INV-NEW
TXN-0325,ACC-NEW-2824,ACC-NEW-4611,298460,2025-07-02 20:00:00,INV-NEW
TXN-0326,ACC-NEW-7924,ACC-NEW-4582,912750,2025-08-10 10:00:00,INV-NEW
TXN-0327,ACC-NEW-3646,ACC-NEW-6313,389630,2025-07-13 16:00:00,INV-NEW
TXN-0328,ACC-NEW-1106,ACC-NEW-1488,236340,2025-07-15 19:00:00,INV-NEW
TXN-0329,ACC-NEW-1053,ACC-NEW-4527,956150,2025-07-27 09:00:00,INV-NEW
TXN-0330,ACC-NEW-5422,ACC-NEW-3615,171210,2025-07-28 14:00:00,INV-NEW
TXN-0331,ACC-NEW-6573,ACC-NEW-2679,325660,2025-08-04 17:00:00,INV-NEW
